"","Object","Ch1.mean","Ch2_d1.mean","Ch3_d1.mean","Ch4_d1.mean","Ch5_d1.mean","Ch6_d1.mean","Ch7_d1.mean","Ch1..pixels","Ch1.sum","Ch1.max","Ch1.SD","Ch1.AR","Ch1.F_min","Ch1.F_max","Ch1.mean_th","Ch1.mean_sq","Ch1_d0.mean","Ch1_d0.sum","Ch1_d0.max","Ch1_d0.SD","Ch1_d0.mean_th","Ch1_d0.mean_sq"
"17664","Disease A",68,2,5,3,0,45,7,164,11252,125,23.57111709,1.896799836,2.546736773,4.830649892,85,7225,68,11252,125,60.15726341,85,4624
"18180","Disease A",76,4,3,1,2,2,0,148,11296,138,25.27858297,2.147641747,2.815372416,6.046411334,88,7744,76,11296,138,71.33599599,88,5776
"4721","Normal",41,7,2,0,0,4,0,290,12110,61,8.778303976,1.676360643,5.948538336,9.97189555,49,2401,41,12110,61,36.52325664,49,1681
"14485","Normal",43,8,2,0,0,3,0,133,5793,65,8.86998826,1.938811673,10.31559706,20,59,3481,43,5793,65,41.67913598,59,1849
"9806","Normal",33,12,1,0,0,3,0,53,1788,46,5.371131781,1.271408287,4.414213562,5.612267704,36,1296,33,1788,46,29.96538884,36,1089
"25914","Disease A",70,5,2,1,0,10,1,52,3678,115,23.44961866,1.897366596,5,9.486832981,101,10201,70,3678,115,66.22151057,101,4900
"19903","Disease A",59,2,1,0,0,1,0,21,1252,88,15.99106894,1.841784498,0.804737854,1.482153704,63,3969,59,1252,88,47.8688685,63,3481
"23663","Disease A",62,4,9,2,3,3,0,360,22526,133,19.19440023,1.669606071,5.26776158,8.795086712,81,6561,62,22526,133,53.60254969,81,3844
"18846","Disease A",62,4,3,1,2,2,0,140,8709,100,17.7741787,2.478501421,1.477485935,3.661950988,77,5929,62,8709,100,51.09039608,77,3844
"4609","Normal",38,3,9,0,0,4,0,420,16167,64,7.892129895,1.586974009,4.910452389,7.792760312,42,1764,38,16167,64,35.35890808,42,1444
"10034","Normal",30,6,2,0,0,7,0,117,3538,36,1.77108784,1.738760257,3.640383147,6.329753538,30,900,30,3538,36,28.37086504,30,900
"7245","Normal",52,29,1,0,0,3,0,193,10226,106,16.95406779,1.47371212,4.365398026,6.433339978,61,3721,52,10226,106,44.24525384,61,2704
"6492","Normal",41,9,2,0,0,5,0,105,4357,62,8.768992992,1.384905697,5.119102755,7.08947457,45,2025,41,4357,62,36.52200902,45,1681
"18474","Disease A",59,3,6,3,0,42,6,361,21581,117,18.46858529,2.732468453,2.438023631,6.661822658,70,4900,59,21581,117,57.49544123,70,3481
"9852","Normal",36,9,1,0,0,4,0,340,12398,52,6.216675866,1.623382424,3.225954142,5.236957255,37,1369,36,12398,52,34.74419122,37,1296
"19420","Disease A",54,3,5,2,0,35,4,25,1373,79,11.30486621,2.426703296,3,7.280109889,74,5476,54,1373,79,50.01719704,74,2916
"4037","Normal",45,6,4,0,0,18,1,631,28681,74,11.86933617,1.397054023,6.075811399,8.488236756,54,2916,45,28681,74,41.64986877,54,2025
"26244","Disease A",50,2,0,0,0,1,0,75,3788,84,10.29044865,1.654091698,1.604876412,2.654612749,54,2916,50,3788,84,40.69742007,54,2500
"11634","Normal",49,8,1,0,0,4,0,394,19465,82,15.42132481,1.460774104,4.78853409,6.994966596,59,3481,49,19465,82,46.2390061,59,2401
"16787","Disease A",79,2,1,0,0,2,0,78,6197,151,31.13988291,1.48403122,2.191665333,3.252499778,114,12996,79,6197,151,73.27451021,114,6241
"6671","Normal",31,3,2,0,0,6,0,25,792,37,2.675817632,2.825221311,3.165865936,8.94427191,32,1024,31,792,37,28.44151895,32,961
"259","Normal",43,9,2,0,0,4,0,88,3840,75,12.60906961,1.380580019,4.445586669,6.137488127,47,2209,43,3840,75,35.55085985,47,1849
"17979","Disease A",51,4,2,1,1,4,0,125,6414,70,9.475864077,2.031860914,2.753542074,5.594814514,56,3136,51,6414,70,48.71328361,56,2601
"14785","Disease A",62,4,5,2,0,23,3,89,5592,119,19.99719081,1.451505299,2.103553391,3.053318892,68,4624,62,5592,119,51.92680674,68,3844
"18615","Disease A",76,3,9,2,2,2,0,248,18899,162,30.82115424,1.711428062,3.193701032,5.465789567,101,10201,76,18899,162,69.79584284,101,5776
"18061","Disease A",79,3,1,0,0,1,0,116,9275,154,29.31164297,2.501751342,1.999093139,5.001233944,103,10609,79,9275,154,71.50964488,103,6241
"13696","Normal",38,5,1,0,0,9,0,362,13876,65,8.525716703,1.576036072,4.635939848,7.306408429,44,1936,38,13876,65,34.04441363,44,1444
"1994","Normal",41,9,1,0,0,3,0,107,4485,61,9.070337813,1.481371253,4.108757211,6.086594818,50,2500,41,4485,61,36.42339291,50,1681
"29341","Disease A",41,3,1,1,1,1,0,31,1288,48,2.700059736,2.430499321,1.445035086,3.512156794,41,1681,41,1288,48,36.61350007,41,1681
"23237","Disease A",63,4,2,1,1,2,0,723,45999,137,20.72963681,1.962520455,5.10521839,10.01909552,91,8281,63,45999,137,61.32535729,91,3969
"13305","Normal",41,8,4,0,0,15,1,203,8336,55,7.437423676,1.668852741,5.829949717,9.729327565,46,2116,41,8336,55,37.40090355,46,1681
"11799","Normal",42,9,3,0,0,4,0,668,28644,79,12.19330335,1.947556122,5.604828925,10.91571889,50,2500,42,28644,79,37.63671685,50,1764
"11724","Normal",39,10,1,0,0,9,0,325,12959,67,9.188789156,1.729907241,3.060022187,5.29355454,44,1936,39,12959,67,34.93387159,44,1521
"14417","Normal",35,8,1,0,0,4,0,45,1600,49,5.517648452,1.826458878,3.060660172,5.590169944,35,1225,35,1600,49,31.02293059,35,1225
"11596","Normal",42,2,2,0,0,6,0,346,14868,96,15.00635703,1.696119313,3.156834665,5.354368243,51,2601,42,14868,96,46.00760178,51,1764
"6108","Normal",34,4,1,0,0,1,0,990,33712,53,5.159672686,1.756253802,4.785398633,8.404374544,36,1296,34,33712,53,32.94746354,36,1156
"12141","Normal",38,2,4,0,0,4,0,389,15064,59,6.714524027,1.466479093,5.475372615,8.029519467,43,1849,38,15064,59,37.89760931,43,1444
"15753","Disease A",64,4,8,2,2,5,0,666,42822,132,21.67712845,1.892002583,4.024995354,7.615301605,85,7225,64,42822,132,59.58429565,85,4096
"24901","Disease A",54,2,1,1,0,6,1,128,6948,107,13.77072302,1.790146491,1.944782024,3.481444716,57,3249,54,6948,107,48.52705431,57,2916
"28064","Disease A",46,2,3,1,0,24,3,47,2162,68,6.902050266,1.853740992,1.304125875,2.417511594,46,2116,46,2162,68,38.09590362,46,2116
"22243","Disease A",79,5,3,1,1,5,0,258,20525,199,31.21592716,1.775081991,6.182864562,10.97509154,126,15876,79,20525,199,79.36682571,126,6241
"3400","Normal",45,27,1,0,0,3,0,549,25151,80,13.68737602,1.504352206,6.70603942,10.08824519,65,4225,45,25151,80,42.73169993,65,2025
"16904","Disease A",56,4,8,4,0,52,9,486,27681,108,15.77034254,1.895055535,3.218782693,6.099771957,67,4489,56,27681,108,53.10400154,67,3136
"5537","Normal",44,6,4,0,0,5,0,201,9020,75,11.70746243,1.329999053,5.507106781,7.324446804,57,3249,44,9020,75,38.88354856,57,1936
"12168","Normal",40,6,4,0,0,12,1,672,27103,78,11.15035233,1.829847026,6.306482483,11.53989822,49,2401,40,27103,78,36.22419032,49,1600
"14079","Normal",32,3,1,0,0,2,0,258,8466,46,3.384300278,2.073958986,3.988870304,8.272753412,33,1089,32,8466,46,30.74539103,33,1024
"16620","Disease A",68,7,4,1,2,4,0,749,51315,155,25.47822967,1.892966864,5.472377167,10.35902865,90,8100,68,51315,155,67.82704975,90,4624
"23937","Disease A",72,5,1,1,1,3,0,960,69552,187,27.44991651,1.733440808,6.833199708,11.84494722,108,11664,72,69552,187,66.77998702,108,5184
"10823","Normal",37,2,2,0,0,8,0,179,6672,57,6.280234134,1.32609305,4.11414141,5.455734332,38,1444,37,6672,57,34.18819098,38,1369
"14822","Disease A",55,3,3,2,0,25,4,476,26628,132,14.19314546,2.227696975,2.825657482,6.294708626,64,4096,55,26628,132,54.14216425,64,3025
"21165","Disease A",54,3,6,3,0,55,9,519,28179,111,14.5569111,1.525389262,4.46360167,6.808730055,63,3969,54,28179,111,51.55605663,63,2916
"4390","Normal",43,3,2,0,0,4,0,428,18549,117,16.90649104,1.572375679,6.038204728,9.494326257,57,3249,43,18549,117,42.20626919,57,1849
"16241","Disease A",56,4,11,3,1,16,2,55,3080,102,11.87204509,2.33594678,3.66900678,8.570604573,58,3364,56,3080,102,51.4677304,58,3136
"16498","Disease A",71,3,1,1,0,4,0,102,7327,155,28.82366947,1.905145508,1.794974747,3.419688075,87,7569,71,7327,155,63.83657136,87,5041
"26901","Disease A",61,3,1,0,0,4,0,65,3983,106,19.07918721,2.694589612,2.24491324,6.049119897,78,6084,61,3983,106,60.68633099,78,3721
"3833","Normal",46,3,2,0,0,3,0,873,40542,78,11.9377442,2.189752435,7.686867438,16.83233669,57,3249,46,40542,78,41.70576859,57,2116
"8971","Normal",40,5,5,0,0,10,0,319,12973,60,9.462514727,1.447727926,4.419238816,6.397855443,45,2025,40,12973,60,37.29796149,45,1600
"1065","Normal",48,27,1,0,0,2,0,117,5698,87,16.2320249,1.421740048,3.797518944,5.399084767,62,3844,48,5698,87,42.42106798,62,2304
"16626","Disease A",52,4,1,1,0,3,0,49,2566,81,10.25988821,2.095508941,3.26691052,6.845840206,57,3249,52,2566,81,47.47759944,57,2704
"16597","Disease A",66,5,2,1,1,2,0,148,9829,134,23.48418099,1.573569842,3.187998965,5.016539026,95,9025,66,9829,134,58.99902656,95,4356
"13667","Normal",33,6,3,0,0,4,0,182,6017,41,3.389544363,1.849977169,4.609973388,8.528345515,34,1156,33,6017,41,30.32606683,34,1089
"22297","Disease A",74,2,5,2,0,36,6,198,14734,165,30.14300931,1.598552061,2.798801609,4.474030081,94,8836,74,14734,165,63.14025593,94,5476
"14201","Normal",34,5,2,0,0,6,0,88,3018,47,4.056420276,1.542679357,3.037863992,4.686450069,34,1156,34,3018,47,31.72824953,34,1156
"24326","Disease A",58,2,1,1,0,5,0,246,14472,99,14.75421946,2.335632214,2.821603109,6.590227115,68,4624,58,14472,99,53.09398784,68,3364
"19599","Disease A",59,4,1,0,1,1,0,146,8617,92,13.42151207,1.756138628,2.777186738,4.877124907,69,4761,59,8617,92,53.62924473,69,3481
"6429","Normal",30,5,2,0,0,10,0,42,1297,45,3.876055924,1.604181509,2.055084248,3.296728149,32,1024,30,1297,45,25.79867106,32,900
"17813","Disease A",65,5,6,2,0,37,6,22,1431,83,14.24621162,1.25,4,5,77,5929,65,1431,83,62.19945922,77,4225
"3765","Normal",40,6,11,2,0,7,0,962,39102,83,9.850546382,1.529852693,7.155232213,10.94645127,48,2304,40,39102,83,40.95874147,48,1600
"57","Normal",54,3,5,0,0,4,0,666,36325,127,20.98233205,1.730153681,6.038186183,10.44699005,64,4096,54,36325,127,51.1195531,64,2916
"11087","Normal",41,7,3,0,0,12,1,255,10504,60,7.657880729,1.523828694,5.324890603,8.114221092,47,2209,41,10504,60,38.2851018,47,1681
"21388","Disease A",53,3,7,2,2,1,0,21,1117,86,11.74734012,2.727689991,2.668965283,7.280109889,74,5476,53,1117,86,51.04433181,74,2809
"25967","Disease A",51,2,1,1,0,11,1,61,3132,75,10.54109833,1.704836762,1.373773448,2.342059477,56,3136,51,3132,75,44.81985801,56,2601
"4099","Normal",40,4,13,1,0,5,0,605,24271,63,9.229131026,1.91257661,5.314434371,10.16426287,44,1936,40,24271,63,39.30501619,44,1600
"3326","Normal",38,2,1,0,0,2,0,244,9388,57,7.78581097,1.564719499,3.487991078,5.457727652,41,1681,38,9388,57,35.9711861,41,1444
"16785","Disease A",82,4,3,1,1,2,0,328,27004,187,35.27323659,1.793805597,2.813858903,5.047515848,113,12769,82,27004,187,74.40214969,113,6724
"845","Normal",44,8,2,0,0,9,0,522,23472,85,12.97285702,1.652968383,4.6750801,7.727759595,51,2601,44,23472,85,45.42635402,51,1936
"20408","Disease A",61,5,3,1,2,2,0,24,1480,86,14.30908802,1.647114271,3.887480274,6.403124237,77,5929,61,1480,86,54.92950027,77,3721
"12569","Normal",34,1,15,1,0,3,0,350,12042,47,4.694982124,1.999454089,3.946927626,7.89170058,36,1296,34,12042,47,32.43851327,36,1156
"28765","Disease A",44,2,1,1,0,9,1,40,1792,56,4.552471856,2.331081367,0.969735559,2.260532493,44,1936,44,1792,56,34.62188614,44,1936
"26904","Disease A",48,2,0,0,0,2,0,64,3109,69,8.047709301,2.256816998,1.011676149,2.283167929,51,2601,48,3109,69,35.62631577,51,2304
"4135","Normal",41,2,4,0,0,5,0,982,40451,74,9.976091582,1.682609485,7.176489325,12.07522901,48,2304,41,40451,74,40.72756089,48,1681
"24850","Disease A",45,2,1,0,0,9,1,30,1351,59,5.269408569,2.150078897,0.902368927,1.940164387,46,2116,45,1351,59,35.79618229,46,2025
"25240","Disease A",65,3,4,1,2,3,0,398,26224,135,23.46964253,1.731337426,3.548531342,6.143705121,85,7225,65,26224,135,58.77257932,85,4225
"1854","Normal",48,6,2,0,0,6,0,150,7205,84,15.77402929,2.053490867,2.554097078,5.244815025,54,2916,48,7205,84,40.1827492,54,2304
"25722","Disease A",83,3,3,1,1,1,0,554,46113,192,35.59063277,1.768243617,4.472783328,7.908970571,120,14400,83,46113,192,79.9392933,120,6889
"22437","Disease A",47,3,7,3,0,56,9,316,15033,71,6.425325683,1.801481853,2.859266648,5.150916979,50,2500,47,15033,71,43.0985036,50,2209
"29009","Disease A",54,2,0,0,0,0,0,71,3839,91,11.34851234,2.638387674,1.557070705,4.108156156,59,3481,54,3839,91,43.95275953,59,2916
"20981","Disease A",67,3,4,1,2,2,0,559,37744,147,23.47738988,2.249846498,2.55885477,5.757030443,89,7921,67,37744,147,64.83394228,89,4489
"23053","Disease A",54,4,5,2,0,16,2,66,3578,110,13.1108329,1.526083564,3.73234403,5.69586888,65,4225,54,3578,110,49.75028552,65,2916
"9144","Normal",30,0,8,0,0,1,0,50,1521,36,2.213594362,1.728032479,2.42487608,4.190264623,30,900,30,1521,36,28.22835454,30,900
"2611","Normal",40,7,3,0,0,4,0,149,5971,69,9.391914272,2.185677713,2.274874815,4.972143183,45,2025,40,5971,69,34.67771077,45,1600
"12849","Normal",34,4,2,0,0,7,0,310,10830,49,5.232035316,1.640679142,4.67685786,7.67322314,38,1444,34,10830,49,33.4072621,38,1156
"4645","Normal",34,5,1,0,0,4,0,291,9951,54,5.851248875,1.49839072,4.077287919,6.109370379,35,1225,34,9951,54,33.2800261,35,1156
"25778","Disease A",59,4,4,2,0,32,4,253,15117,99,15.03106138,2.558984645,2.790728444,7.141431237,72,5184,59,15117,99,59.68795669,72,3481
"26984","Disease A",51,2,0,0,0,0,0,48,2472,73,9.506576671,3.218860855,1.166404502,3.754493793,58,3364,51,2472,73,46.57207676,58,2601
"22054","Disease A",75,4,3,1,1,1,0,408,30616,182,30.69277714,1.878357355,3.520593296,6.612932311,108,11664,75,30616,182,72.22067557,108,5625
"11332","Normal",41,10,1,0,0,6,0,129,5396,63,9.194285384,1.926581716,3.075360372,5.924933063,47,2209,41,5396,63,37.12789544,47,1681
"22280","Disease A",67,4,1,1,1,2,0,486,32911,173,26.80653903,1.601354925,8.451369382,13.53364199,111,12321,67,32911,173,69.29272315,111,4489
"26013","Disease A",76,3,3,1,2,2,0,151,11533,158,28.18458552,1.400139083,2.483249156,3.476894197,100,10000,76,11533,158,64.86899687,100,5776
"11196","Normal",32,4,1,0,0,2,0,22,714,35,2.099783539,1.387425887,2.121320344,2.943174759,32,1024,32,714,35,29.05793586,32,1024
"23836","Disease A",55,3,1,0,1,2,0,150,8354,101,14.26814634,1.974678616,3.126924354,6.174670655,65,4225,55,8354,101,47.73321695,65,3025
"12435","Normal",35,4,3,0,0,7,0,67,2386,50,6.131640476,1.538912801,3.00520382,4.624746629,39,1521,35,2386,50,33.47086057,39,1225
"27825","Disease A",50,2,1,0,1,2,0,117,5861,72,9.124495069,2.732397398,2.350182457,6.42163243,54,2916,50,5861,72,44.87589725,54,2500
"2432","Normal",35,11,2,0,0,16,1,108,3781,49,5.221926706,1.455575749,3.524408485,5.130043522,37,1369,35,3781,49,31.81922317,37,1225
"25267","Disease A",71,3,2,1,0,12,2,51,3652,124,22.60791116,2.082674537,5.620033135,11.70469991,115,13225,71,3652,124,68.21649504,115,5041
"356","Normal",38,3,2,0,0,5,0,469,17968,61,7.577601378,1.725183529,3.771551406,6.506618363,42,1764,38,17968,61,37.99009522,42,1444
"4700","Normal",38,6,1,0,0,3,0,47,1800,56,5.515934365,1.843908891,5,9.219544457,55,3025,38,1800,56,36.88683095,55,1444
"6513","Normal",32,2,5,0,0,2,0,216,7000,44,3.42309693,1.725230214,3.590870585,6.195078426,33,1089,32,7000,44,29.91213986,33,1024
"7770","Normal",46,9,1,0,0,3,0,192,8908,79,14.89232185,1.485349424,3.88334102,5.768118347,54,2916,46,8908,79,44.00757511,54,2116
"5785","Normal",43,19,3,0,0,16,1,101,4401,58,7.666953647,1.418120572,4.878358571,6.918100646,50,2500,43,4401,58,38.73328448,50,1849
"22132","Disease A",44,2,3,1,0,19,2,42,1858,49,3.035504194,2.252868799,1.030330086,2.321198503,44,1936,44,1858,49,37.37232233,44,1936
"5950","Normal",33,5,7,0,0,2,0,105,3543,43,4.178174584,1.545132726,2.816582489,4.35199378,35,1225,33,3543,43,29.13106671,35,1089
"7662","Normal",44,4,2,0,0,4,0,309,13637,92,13.3928687,1.560756491,4.636792687,7.236904286,54,2916,44,13637,92,38.04234568,54,1936
"1651","Normal",40,6,1,0,0,5,0,511,20787,67,8.902164472,1.362064568,4.180337204,5.693889186,47,2209,40,20787,67,36.96430817,47,1600
"5519","Normal",40,3,4,0,0,3,0,62,2528,56,7.616831955,1.52470198,3.46938819,5.289783043,47,2209,40,2528,56,36.17007318,47,1600
"18869","Disease A",61,3,3,1,0,23,3,164,10029,100,14.9319595,1.894358734,2.923798921,5.538724024,79,6241,61,10029,100,53.67858273,79,3721
"24732","Disease A",66,4,3,1,2,5,0,25,1668,116,22.34994407,1.677050983,4,6.708203932,102,10404,66,1668,116,61.68630318,102,4356
"19571","Disease A",57,4,1,0,1,1,0,164,9503,113,16.12810757,1.770933219,3.988246041,7.062917401,68,4624,57,9503,113,51.30789413,68,3249
"1100","Normal",52,3,3,0,0,6,0,128,6758,99,18.33648174,1.904778561,2.1,4.000034978,56,3136,52,6758,99,49.26245084,56,2704
"27759","Disease A",70,1,0,0,0,0,0,46,3234,122,21.55528786,1.605776649,1.487744795,2.388985851,78,6084,70,3234,122,52.47608151,78,4900
"13660","Normal",34,75,1,0,1,2,0,129,4450,51,5.83228119,2.663078991,3.50569527,9.335943421,36,1296,34,4450,51,32.92215389,36,1156
"5972","Normal",41,6,10,0,0,2,0,624,25682,70,9.30914907,1.453123613,5.782788927,8.403107139,48,2304,41,25682,70,38.68313089,48,1681
"24429","Disease A",61,2,0,0,0,1,0,109,6661,99,14.6155629,1.858580931,1.829306424,3.399914035,72,5184,61,6661,99,52.96337665,72,3721
"26223","Disease A",54,3,1,0,0,3,0,146,7909,96,13.19479972,2.053356948,2.645725897,5.432619652,65,4225,54,7909,96,50.39175297,65,2916
"6177","Normal",34,14,2,0,0,11,1,82,2834,42,4.123105626,1.239028326,2.727326838,3.379235206,35,1225,34,2834,42,30.62877652,35,1156
"21004","Disease A",78,5,4,3,0,28,3,32,2505,116,20.64355226,1.316868982,5.36960617,7.071067812,104,10816,78,2505,116,73.63783844,104,6084
"14645","Normal",34,2,2,0,0,2,0,89,3045,40,3.526783555,2.316882136,2.376236581,5.505460086,35,1225,34,3045,40,30.35982709,35,1156
"8458","Normal",38,6,3,0,0,6,0,193,7380,55,6.916601639,2.213088577,3.313350593,7.332738349,43,1849,38,7380,55,34.75979752,43,1444
"11813","Normal",34,6,1,0,0,5,0,243,8347,42,4.219784872,1.732242158,5.341421356,9.252635256,37,1369,34,8347,42,32.62468958,37,1156
"14992","Disease A",96,5,3,1,1,13,2,505,48931,216,48.40810422,1.529932205,4.463298705,6.828544427,140,19600,96,48931,216,89.4886242,140,9216
"7663","Normal",47,10,4,0,0,7,0,810,38441,89,13.73946285,2.162870954,9.306593102,20.1289599,61,3721,47,38441,89,41.89160027,61,2209
"767","Normal",33,6,2,0,0,7,0,104,3436,45,4.505338713,1.583529238,2.349790899,3.72096259,33,1089,33,3436,45,28.76446125,33,1089
"9888","Normal",37,8,2,0,0,4,0,949,35992,60,7.711814045,1.68935245,5.357346391,9.050446251,43,1849,37,35992,60,36.47872772,43,1369
"16863","Disease A",54,4,6,2,0,36,5,34,1844,70,10.1256808,1.688987205,1.473921234,2.489434106,60,3600,54,1844,70,46.4859245,60,2916
"27894","Disease A",44,3,2,1,0,17,2,50,2237,62,4.913247399,3.084229741,0.637142163,1.965092809,44,1936,44,2237,62,34.87291212,44,1936
"18675","Disease A",62,3,7,3,0,39,6,133,8331,103,16.04692367,2.152762583,2.621250949,5.642930965,74,5476,62,8331,103,56.76107424,74,3844
"6539","Normal",40,5,1,0,0,8,0,156,6325,56,7.235507177,1.287112511,3.776432692,4.860693763,44,1936,40,6325,56,35.66717589,44,1600
"726","Normal",37,5,2,0,0,6,0,574,21746,63,7.112216511,1.965620944,6.938661451,13.63877827,44,1936,37,21746,63,35.45011709,44,1369
"27349","Disease A",48,3,1,0,0,6,1,21,1015,55,5.052109413,2.630042058,1.760885438,4.631202762,50,2500,48,1015,55,42.47296059,50,2304
"13126","Normal",32,2,0,0,0,5,0,120,3938,40,3.394849039,1.267276438,3.645102848,4.619352953,33,1089,32,3938,40,30.71006892,33,1024
"2854","Normal",38,47,1,0,0,6,0,22,841,53,7.795686453,2.033006505,1.5,3.049509757,45,2025,38,841,53,33.38140473,45,1444
"3444","Normal",43,19,2,0,0,2,0,428,18746,103,15.90993929,1.921146952,4.261064803,8.18613166,53,2809,43,18746,103,38.13113747,53,1849
"12942","Normal",31,4,1,0,0,3,0,133,4249,39,2.406132516,1.748194486,3.487495601,6.09682058,31,961,31,4249,39,30.15573612,31,961
"18051","Disease A",63,3,2,1,0,9,1,110,7016,115,16.66869685,2.078129211,2.123767147,4.413462546,72,5184,63,7016,115,56.09796626,72,3969
"2976","Normal",35,3,2,0,0,9,1,124,4386,46,4.189079505,1.296378453,4.844555086,6.280376829,37,1369,35,4386,46,32.50756736,37,1225
"23752","Disease A",50,3,1,0,1,2,0,41,2060,80,10.50899731,1.57367321,2.561601028,4.031122913,52,2704,50,2060,80,49.44348831,52,2500
"7057","Normal",42,3,2,0,0,3,0,708,29858,88,12.91809269,1.751762161,3.342284674,5.854887822,45,2025,42,29858,88,41.00826705,45,1764
"27948","Disease A",60,3,2,0,1,2,0,104,6299,102,17.78179709,1.440560786,2.203158569,3.17378384,76,5776,60,6299,102,49.33938589,76,3600
"17099","Disease A",59,3,30,8,1,31,4,44,2609,84,11.37880805,2.217051488,1.977797267,4.384878373,65,4225,59,2609,84,50.76796592,65,3481
"5858","Normal",38,7,1,0,0,1,0,814,30950,59,7.082091475,1.740889055,6.290786483,10.95156133,44,1936,38,30950,59,34.87099778,44,1444
"24225","Disease A",58,3,9,2,3,5,0,367,21590,123,19.27232065,2.009332609,2.596213957,5.216657364,70,4900,58,21590,123,60.79491589,70,3364
"15042","Disease A",60,4,1,1,1,3,0,642,38791,159,23.77804951,1.790884958,3.730280424,6.680503099,74,5476,60,38791,159,59.74005216,74,3600
"20948","Disease A",59,3,3,1,0,15,2,169,9975,103,14.91375601,2.449959955,2.106599582,5.161084617,69,4761,59,9975,103,52.41171783,69,3481
"8983","Normal",34,20,1,0,0,2,0,131,4552,51,4.863793638,1.722274428,3.707106781,6.38465521,36,1296,34,4552,51,31.87391669,36,1156
"19936","Disease A",50,3,3,1,0,20,3,434,22091,82,9.738280207,1.908790846,2.421963497,4.623021751,54,2916,50,22091,82,45.80161589,54,2500
"19535","Disease A",66,4,14,4,3,7,1,585,38818,124,19.93236427,2.211103722,3.738503308,8.266218579,84,7056,66,38818,124,63.97313806,84,4356
"21350","Disease A",72,4,4,1,1,9,1,53,3835,107,18.10712359,1.283964303,2.840990258,3.647730077,84,7056,72,3835,107,59.92479564,84,5184
"24625","Disease A",63,3,4,2,0,28,4,55,3501,96,16.06803716,2.219962166,3.639651408,8.079888426,82,6724,63,3501,96,55.62144779,82,3969
"27066","Disease A",48,3,4,2,0,33,4,124,6058,80,9.084726637,2.295598393,1.737755178,3.989187995,51,2601,48,6058,80,41.92706801,51,2304
